x-axis,1
second,Volt
+8.930000E-06,
+8.933900E-06,-8.643211448E-03
+8.937800E-06,-12.512558140E-03
+8.941700E-06,-10.502507910E-03
+8.945600E-06,-10.502507910E-03
+8.949500E-06,-12.512558140E-03
+8.953400E-06,-10.502507910E-03
+8.957300E-06,-10.502507910E-03
+8.961200E-06,-12.512558140E-03
+8.965100E-06,-14.522608370E-03
+8.969000E-06,-10.502507910E-03
+8.972900E-06,-10.502507910E-03
+8.976800E-06,-12.512558140E-03
+8.980700E-06,-10.502507910E-03
+8.984600E-06,-10.502507910E-03
+8.988500E-06,-10.502507910E-03
+8.992400E-06,-10.502507910E-03
+8.996300E-06,-8.492457680E-03
+9.000200E-06,-11.557784281E-03
+9.004100E-06,-12.512558140E-03
+9.008000E-06,-8.492457680E-03
+9.011900E-06,-12.512558140E-03
+9.015800E-06,-10.502507910E-03
+9.019700E-06,-12.512558140E-03
+9.023600E-06,-8.492457680E-03
+9.027500E-06,-10.502507910E-03
+9.031400E-06,-12.512558140E-03
+9.035300E-06,-11.959794327E-03
+9.039200E-06,-9.547734051E-03
+9.043100E-06,-12.512558140E-03
+9.047000E-06,-10.502507910E-03
+9.050900E-06,-12.512558140E-03
+9.054800E-06,-10.502507910E-03
+9.058700E-06,-10.502507910E-03
+9.062600E-06,-10.502507910E-03
+9.066500E-06,-10.502507910E-03
+9.070400E-06,-10.502507910E-03
+9.074300E-06,-10.502507910E-03
+9.078200E-06,-10.502507910E-03
+9.082100E-06,-11.859291815E-03
+9.086000E-06,-12.512558140E-03
+9.089900E-06,-12.512558140E-03
+9.093800E-06,-7.939693867E-03
+9.097700E-06,-8.492457680E-03
+9.101600E-06,-10.502507910E-03
+9.105500E-06,-10.753764189E-03
+9.109400E-06,-12.512558140E-03
+9.113300E-06,-8.492457680E-03
+9.117200E-06,-10.502507910E-03
+9.121100E-06,-8.492457680E-03
+9.125000E-06,-10.502507910E-03
+9.128900E-06,-8.492457680E-03
+9.132800E-06,-12.512558140E-03
+9.136700E-06,-10.502507910E-03
+9.140600E-06,-12.512558140E-03
+9.144500E-06,-10.753764189E-03
+9.148400E-06,-14.371854602E-03
+9.152300E-06,-10.502507910E-03
+9.156200E-06,-13.467331999E-03
+9.160100E-06,-14.522608370E-03
+9.164000E-06,-12.261301861E-03
+9.167900E-06,-12.512558140E-03
+9.171800E-06,-11.959794327E-03
+9.175700E-06,-14.522608370E-03
+9.179600E-06,-12.512558140E-03
+9.183500E-06,-10.753764189E-03
+9.187400E-06,-12.512558140E-03
+9.191300E-06,-10.502507910E-03
+9.195200E-06,-14.522608370E-03
+9.199100E-06,-12.512558140E-03
+9.203000E-06,-10.502507910E-03
+9.206900E-06,-10.502507910E-03
+9.210800E-06,-12.512558140E-03
+9.214700E-06,-10.502507910E-03
+9.218600E-06,-11.155774235E-03
+9.222500E-06,-12.261301861E-03
+9.226400E-06,-8.492457680E-03
+9.230300E-06,-12.512558140E-03
+9.234200E-06,-12.512558140E-03
+9.238100E-06,-11.859291815E-03
+9.242000E-06,-10.502507910E-03
+9.245900E-06,-10.502507910E-03
+9.249800E-06,-10.502507910E-03
+9.253700E-06,-12.512558140E-03
+9.257600E-06,-10.502507910E-03
+9.261500E-06,-10.251251631E-03
+9.265400E-06,-10.653261677E-03
+9.269300E-06,-12.512558140E-03
+9.273200E-06,-12.512558140E-03
+9.277100E-06,-12.512558140E-03
+9.281000E-06,-12.261301861E-03
+9.284900E-06,-12.361804373E-03
+9.288800E-06,-10.502507910E-03
+9.292700E-06,-12.512558140E-03
+9.296600E-06,-12.512558140E-03
+9.300500E-06,-10.502507910E-03
+9.304400E-06,-10.502507910E-03
+9.308300E-06,-10.502507910E-03
+9.312200E-06,-8.492457680E-03
+9.316100E-06,-8.492457680E-03
+9.320000E-06,-8.492457680E-03
+9.323900E-06,-12.512558140E-03
+9.327800E-06,-12.512558140E-03
+9.331700E-06,-12.512558140E-03
+9.335600E-06,-10.502507910E-03
+9.339500E-06,-10.502507910E-03
+9.343400E-06,-10.502507910E-03
+9.347300E-06,-10.502507910E-03
+9.351200E-06,-10.502507910E-03
+9.355100E-06,-10.502507910E-03
+9.359000E-06,-12.512558140E-03
+9.362900E-06,-12.361804373E-03
+9.366800E-06,-10.502507910E-03
+9.370700E-06,-12.512558140E-03
+9.374600E-06,-10.502507910E-03
+9.378500E-06,-10.502507910E-03
+9.382400E-06,-14.371854602E-03
+9.386300E-06,-8.492457680E-03
+9.390200E-06,-12.512558140E-03
+9.394100E-06,-10.502507910E-03
+9.398000E-06,-10.502507910E-03
+9.401900E-06,-10.502507910E-03
+9.405800E-06,-12.512558140E-03
+9.409700E-06,-9.447231539E-03
+9.413600E-06,-11.859291815E-03
+9.417500E-06,-10.502507910E-03
+9.421400E-06,-12.512558140E-03
+9.425300E-06,-10.502507910E-03
+9.429200E-06,-11.457281769E-03
+9.433100E-06,-10.502507910E-03
+9.437000E-06,-12.512558140E-03
+9.440900E-06,-10.502507910E-03
+9.444800E-06,-12.512558140E-03
+9.448700E-06,-11.557784281E-03
+9.452600E-06,-10.502507910E-03
+9.456500E-06,-8.492457680E-03
+9.460400E-06,-14.371854602E-03
+9.464300E-06,-10.502507910E-03
+9.468200E-06,-12.512558140E-03
+9.472100E-06,-10.502507910E-03
+9.476000E-06,-10.502507910E-03
+9.479900E-06,-12.361804373E-03
+9.483800E-06,-14.522608370E-03
+9.487700E-06,-12.512558140E-03
+9.491600E-06,-10.502507910E-03
+9.495500E-06,-8.492457680E-03
+9.499400E-06,-10.653261677E-03
+9.503300E-06,-12.512558140E-03
+9.507200E-06,-10.502507910E-03
+9.511100E-06,-10.502507910E-03
+9.515000E-06,-10.502507910E-03
+9.518900E-06,-12.361804373E-03
+9.522800E-06,-10.502507910E-03
+9.526700E-06,-9.447231539E-03
+9.530600E-06,-10.502507910E-03
+9.534500E-06,-10.502507910E-03
+9.538400E-06,-10.502507910E-03
+9.542300E-06,-12.512558140E-03
+9.546200E-06,-8.492457680E-03
+9.550100E-06,-10.502507910E-03
+9.554000E-06,-10.502507910E-03
+9.557900E-06,-10.502507910E-03
+9.561800E-06,-11.959794327E-03
+9.565700E-06,-10.502507910E-03
+9.569600E-06,-10.502507910E-03
+9.573500E-06,-10.502507910E-03
+9.577400E-06,-8.492457680E-03
+9.581300E-06,-12.512558140E-03
+9.585200E-06,-8.492457680E-03
+9.589100E-06,-10.502507910E-03
+9.593000E-06,-8.492457680E-03
